"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.endothelial","log2fold_change","Auc"
"3086","TTC34","hurdle",0.113901063624985,-3.268489,-2.736966,0.531523,0.523
"2978","TM4SF4","hurdle",0.113901063624995,-3.2169585,0.3785116,3.5954701,0.523
"2873","SVIP","hurdle",0.227546219620577,4.323696,5.270529,0.946833,0.523
"2860","SULT1B1","hurdle",0.113901063624994,-3.268489,2.797013,6.065502,0.523
"2748","SNORD36B","hurdle",0.113901063624989,-3.216959,-1.152003,2.064956,0.523
"2732","SNORD126","hurdle",0.113901063624992,-3.2684888,-0.3219281,2.9465607,0.523
"2359","RFWD3","hurdle",0.803775385923805,2.343005,2.93546,0.592455,0.523
"2343","RBMXL3","hurdle",0.113901063624995,-3.268489,-2.736966,0.531523,0.523
"2270","PTPN22","hurdle",0.581499291798736,0.555631,2.584963,2.029332,0.523
"2013","OR7G2","hurdle",0.11390106362499,-3.268489,-2.736966,0.531523,0.523
"2009","OR51E2","hurdle",0.113901063624995,-3.268489,1.608809,4.877298,0.523
"2006","OR2G3","hurdle",0.113901063624991,-3.268489,-2.736966,0.531523,0.523
"2004","OR1S1","hurdle",0.113901063624984,-3.268489,-2.736966,0.531523,0.523
"2003","OR1K1","hurdle",0.113901063624988,-3.268489,-2.736966,0.531523,0.523
"1943","NPHP3-AS1","hurdle",0.113901063624989,-3.268489,-1.152003,2.116486,0.523
"1867","MYOD1","hurdle",0.11390106362499,-3.268489,-2.736966,0.531523,0.523
"1840","MTRNR2L10","hurdle",0.113901063624989,-3.268489,-2.736966,0.531523,0.523
"1787","MIR766","hurdle",0.113901063624993,-3.268489,-1.514573,1.753916,0.523
"1778","MIR548A2","hurdle",0.113901063624985,-3.2169585,-0.4150375,2.801921,0.523
"1777","MIR505","hurdle",0.113901063624994,-3.268489,-2.736966,0.531523,0.523
"1768","MIR3115","hurdle",0.113901063624993,-3.268489,-1.152003,2.116486,0.523
"1699","MAPK7","hurdle",0.397744307284263,-0.2137982,1.6780719,1.8918701,0.523
"1677","MAFA","hurdle",0.113901063624985,-3.216959,-2,1.216959,0.523
"1573","LOC115110","hurdle",0.113901063624994,-3.268489,-1,2.268489,0.523
"1545","LOC100292680","hurdle",0.113901063624997,-3.2684888,0.8073549,4.0758437,0.523
"1499","LINC00256A","hurdle",0.113901063624995,-3.268489,4.465974,7.734463,0.523
"1440","KLRK1","hurdle",0.113901063624993,-3.2684888,-0.4150375,2.8534513,0.523
"1388","KCNK17","hurdle",0.113901063624995,-3.268489,-2.321928,0.946561,0.523
"1376","JSRP1","hurdle",0.113901063624988,-2.22967,-1,1.22967,0.523
"1343","IRGM","hurdle",0.113901063624997,-3.268489,-2.736966,0.531523,0.523
"1323","INMT-FAM188B","hurdle",0.113901063624992,-3.268489,1.678072,4.946561,0.523
"1299","IGF2-AS1","hurdle",0.113901063624993,-3.2684888,0.5849625,3.8534513,0.523
"1222","HIST1H2BL","hurdle",0.113901063624995,-3.1672055,-0.8624965,2.304709,0.523
"1175","GUCA2A","hurdle",0.113901063624984,-3.268489,-2.736966,0.531523,0.523
"1170","GSK3A","hurdle",0.0316401807856431,0.555631,4.60585,4.050219,0.523
"1162","GRB10","hurdle",0.249305464334794,3.934392,5.43796,1.503568,0.523
"1115","GJA4","hurdle",0.113901063624995,-3.2684888,-0.5145732,2.7539156,0.523
"1100","GDF15","hurdle",0.113901063624998,-3.216959,-2,1.216959,0.523
"1013","FLJ11235","hurdle",0.113901063624993,-3.072569,-2.321928,0.750641,0.523
"834","EFCAB4A","hurdle",0.113901063624988,-3.216959,-2.321928,0.895031,0.523
"824","ECSCR","hurdle",0.113901063624997,-3.268489,3.378512,6.647001,0.523
"778","DNASE1L3","hurdle",0.113901063624997,-3.216959,-1,2.216959,0.523
"710","D21S2088E","hurdle",0.113901063624994,-3.216959,1.201634,4.418593,0.523
"632","CPSF4L","hurdle",0.113901063624994,-3.2169585,-0.5145732,2.7023853,0.523
"626","COX4NB","hurdle",0.322784445650263,3.387643,4.240314,0.852671,0.523
"574","CLIC6","hurdle",0.113901063624992,-3.027481,-2,1.027481,0.523
"569","CLEC6A","hurdle",0.113901063624997,-3.268489,-2.736966,0.531523,0.523
"453","CCL26","hurdle",0.113901063624992,-3.268489,-2.736966,0.531523,0.523
"381","C8orf74","hurdle",0.113901063624997,-3.268489,-2.736966,0.531523,0.523
"380","C8orf40","hurdle",0.596641691029727,2.701277,3.300124,0.598847,0.523
"378","C7orf69","hurdle",0.113901063624994,-3.2684888,0.3785116,3.6470004,0.523
"369","C6orf48","hurdle",0.113901063624995,-3.268489,-2.736966,0.531523,0.523
"275","C10orf96","hurdle",0.113901063624997,-3.268489,-2.736966,0.531523,0.523
"76","AKAP2","hurdle",0.113901063624984,-3.268489,-2,1.268489,0.523
"3117","UBAP1","hurdle",0.0481351953931015,4.360735,4.990955,0.63022,0.522
"2984","TMC6","hurdle",0.605189742669485,1.059982,2.944858,1.884876,0.522
"2752","SNORD4A","hurdle",0.57856419929259,0.4834812,3.4059924,2.9225112,0.522
"2121","PIK3R3","hurdle",0.00064206596031398,5.336216,7.234578,1.898362,0.522
"1801","MMP2","hurdle",0.744976311418721,0.7655347,2.6205864,1.8550517,0.522
"939","FAM131C","hurdle",0.74016029962953,-0.8355294,0.1375035,0.9730329,0.522
"918","FABP5","hurdle",0.308519134229972,1.128816,2.472488,1.343672,0.522
"680","CTSL2","hurdle",0.136232097821383,3.50929,5.811214,2.301924,0.522
"660","CSNK1G3","hurdle",0.913671286088271,5.84672,7.487438,1.640718,0.522
"344","C2orf15","hurdle",0.137438378889268,1.95788,4.371559,2.413679,0.522
"337","C21orf7","hurdle",0.145181209637773,0.3055025,3.7169909,3.4114884,0.522
"192","ATRIP","hurdle",0.0539965873375191,0.9116011,4.6028844,3.6912833,0.522
"36","ADAMTSL3","hurdle",0.169063619583666,1.91377,5.765535,3.851765,0.522
"3321","ZSCAN10","hurdle",0.190771539387673,-3.216959,-1.152003,2.064956,0.521
"3298","ZNF648","hurdle",0.190771539387685,-3.027481,1,4.027481,0.521
"3278","ZNF366","hurdle",0.190771539387696,-2.783062,1.655352,4.438414,0.521
"3210","WNT1","hurdle",0.190771539387689,-3.2169585,0.3219281,3.5388866,0.521
"3144","USHBP1","hurdle",0.190771539387688,-3.0274807,-0.2344653,2.7930154,0.521
"3126","UBL4B","hurdle",0.190771539387687,-2.335603,1.201634,3.537237,0.521
"3094","TTLL13","hurdle",0.0788776176877905,0.4359808,3.0443941,2.6084133,0.521
"2884","TAC4","hurdle",0.19077153938769,-2.82102986,-0.07400058,2.74702928,0.521
"2793","SPATA25","hurdle",0.190771539387682,-3.216959,-1,2.216959,0.521
"2768","SNX20","hurdle",0.190771539387694,-3.167206,-1.152003,2.015203,0.521
"2743","SNORD31","hurdle",0.414974463726453,0.2004499,1.6322682,1.4318183,0.521
"2726","SNORD114-28","hurdle",0.540468355671148,0.2922261,1.5109619,1.2187358,0.521
"2724","SNORD114-23","hurdle",0.190771539387682,-3.216959,-1.152003,2.064956,0.521
"2720","SNORA79","hurdle",0.190771539387677,-2.335603,-0.2344653,2.1011377,0.521
"2713","SNORA64","hurdle",0.190771539387686,-3.167206,-1.514573,1.652633,0.521
"2711","SNORA53","hurdle",0.387029739887121,1.697505,3.008989,1.311484,0.521
"2708","SNORA4","hurdle",0.647337869976963,-0.09274651,2.18586655,2.27861306,0.521
"2687","SMTNL2","hurdle",0.190771539387688,-3.119111,-2,1.119111,0.521
"2670","SLPI","hurdle",0.190771539387682,-3.216959,1.378512,4.595471,0.521
"2561","SGCA","hurdle",0.190771539387696,-3.027481,2.459432,5.486913,0.521
"2504","SCARNA8","hurdle",0.19077153938768,-2.6748091,-0.3219281,2.352881,0.521
"2482","RXFP4","hurdle",0.190771539387694,-2.86002399,0.07038933,2.93041332,0.521
"2402","RPL13A","hurdle",0.744352151812529,4.376023,5.201634,0.825611,0.521
"2309","RAMP3","hurdle",0.190771539387688,-1.994566,1.786596,3.781162,0.521
"2256","PTGDR","hurdle",0.190771539387699,-3.167206,3.842979,7.010185,0.521
"2236","PRR23A","hurdle",0.190771539387685,-3.216959,-1.514573,1.702386,0.521
"2210","PRG4","hurdle",0.00537423159543226,-0.366854,3.995485,4.362339,0.521
"2002","OR10G3","hurdle",0.190771539387676,-3.119111,-1.736966,1.382145,0.521
"1907","NFKBIE","hurdle",0.111325560836869,2.109392,4.33985,2.230458,0.521
"1784","MIR604","hurdle",0.19077153938768,-2.941324,-1,1.941324,0.521
"1780","MIR548X","hurdle",0.190771539387685,-2.255433,-1.321928,0.933505,0.521
"1603","LOC400685","hurdle",0.190771539387692,-0.09274651,1.10433666,1.19708317,0.521
"1595","LOC388630","hurdle",0.190771539387687,-3.1191112,-0.2344653,2.8846459,0.521
"1591","LOC339535","hurdle",0.190771539387682,-3.167206,0.722466,3.889672,0.521
"1568","LOC100507629","hurdle",0.190771539387677,-3.1672055,-0.4150375,2.752168,0.521
"1530","LOC100131176","hurdle",0.190771539387691,-3.167206,1.744161,4.911367,0.521
"1373","JAK3","hurdle",0.813266561161014,3.521667,5.40429,1.882623,0.521
"1309","IL17RD","hurdle",0.00321843903905215,-0.4388238,3.7548875,4.1937113,0.521
"1308","IL15RA","hurdle",0.190771539387712,-0.7324359,2.4982509,3.2306868,0.521
"1165","GRP","hurdle",0.190771539387677,-3.027481,-1.736966,1.290515,0.521
"1152","GPR20","hurdle",0.190771539387682,-3.072569,2.392317,5.464886,0.521
"1125","GNAT1","hurdle",0.190771539387693,-3.2169585,0.5849625,3.801921,0.521
"760","DLX3","hurdle",0.190771539387685,-3.11911121,0.07038933,3.18950054,0.521
"713","DACT2","hurdle",0.190771539387697,-3.119111,1.536053,4.655164,0.521
"554","CIB4","hurdle",0.190771539387691,-3.167206,-2.321928,0.845278,0.521
"515","CEBPZ","hurdle",0.867750189576798,5.313123,6.399171,1.086048,0.521
"481","CD79B","hurdle",0.19077153938768,-2.983759,4.074677,7.058436,0.521
"462","CCR9","hurdle",0.190771539387697,-2.860024,2.201634,5.061658,0.521
"454","CCL8","hurdle",0.190771539387685,-3.167206,6.877744,10.04495,0.521
"411","CASP12","hurdle",0.190771539387677,-3.21695854,-0.07400058,3.14295796,0.521
"382","C9","hurdle",0.190771539387674,-2.783062,1.722466,4.505528,0.521
"366","C6orf132","hurdle",0.190771539387691,-3.167206,-1.736966,1.43024,0.521
"354","C3orf72","hurdle",0.190771539387681,-3.216959,-1.736966,1.479993,0.521
"351","C3orf45","hurdle",0.190771539387688,-0.4096036,1.0356239,1.4452275,0.521
"301","C17orf47","hurdle",0.19077153938768,-2.179484,3.350497,5.529981,0.521
"300","C17orf39","hurdle",0.334442462084562,2.919178,3.529821,0.610643,0.521
"280","C11orf88","hurdle",0.190771539387698,-2.7460678,-0.8624965,1.8835713,0.521
"272","C10orf136","hurdle",0.190771539387685,-3.216959,-1,2.216959,0.521
"93","AMICA1","hurdle",0.190771539387679,-2.016426,3.364572,5.380998,0.521
"3262","ZNF124","hurdle",0.768062788946731,4.107025,6.045487,1.938462,0.52
"2908","TBX2","hurdle",0.0569281833477785,-3.167206,-1.514573,1.652633,0.52
"2856","STXBP4","hurdle",0.314015095194045,3.467575,4.904484,1.436909,0.52
"2805","SPTSSA","hurdle",0.841771646639614,4.288191,5.301953,1.013762,0.52
"2799","SPINK4","hurdle",0.0228388700393016,-2.746068,1.232661,3.978729,0.52
"2599","SLC12A3","hurdle",0.345967074038882,-2.5741151,-0.4150375,2.1590776,0.52
"2592","SIX5","hurdle",0.37987000377855,-2.860024,-1.321928,1.538096,0.52
"2570","SH2D4B","hurdle",0.122151496760604,-3.072569,-1.152003,1.920566,0.52
"2522","SEC61G","hurdle",0.0929836907756253,4.265726,4.882643,0.616917,0.52
"2388","RNU6ATAC","hurdle",0.289137956674556,-3.167206,-2.321928,0.845278,0.52
"2293","RAB38","hurdle",0.0569281833477746,-3.167206,-1.514573,1.652633,0.52
"2268","PTPN14","hurdle",0.014585262379448,4.670075,7.076281,2.406206,0.52
"2174","POM121L9P","hurdle",0.305271227809673,-2.783062,-0.8624965,1.9205655,0.52
"2145","PLEKHG6","hurdle",0.005132160368489,-3.072569,2.678072,5.750641,0.52
"2061","PCDHGB4","hurdle",0.022040785850303,-3.1672055,-0.8624965,2.304709,0.52
"1754","MINOS1","hurdle",0.412291306379059,5.024377,6.287251,1.262874,0.52
"1704","MARCO","hurdle",0.00395227615601966,-3.119111,1.944858,5.063969,0.52
"1656","LRRCC1","hurdle",0.118384137160219,4.004247,4.778734,0.774487,0.52
"1621","LOC729041","hurdle",0.250820993670427,-2.2296696,0.6322682,2.8619378,0.52
"1557","LOC100506190","hurdle",0.770912889395037,1.766335,2.733354,0.967019,0.52
"1508","LINC00523","hurdle",0.025545386798936,-3.0725686,0.3785116,3.4510802,0.52
"1507","LINC00487","hurdle",0.00752500745189741,-3.1672055,0.1375035,3.304709,0.52
"1456","LAMB1","hurdle",0.376409939686232,4.312232,5.33985,1.027618,0.52
"1438","KLHL30","hurdle",0.0113159859447506,-3.072569,1.432959,4.505528,0.52
"1297","IGBP1","hurdle",0.78354418413516,4.98366,5.89724,0.91358,0.52
"1235","HLA-L","hurdle",0.0457525905043312,-2.941324,0,2.941324,0.52
"1234","HLA-F","hurdle",0.201488500236319,-2.983759,-1.152003,1.831756,0.52
"1107","GGT1","hurdle",0.0872822085367269,0.4359808,5.1759237,4.7399429,0.52
"1050","FRK","hurdle",0.258786126719387,-3.119111,-2,1.119111,0.52
"694","CXCR5","hurdle",0.00553525496141377,-3.072569,2.548437,5.621006,0.52
"670","CTF1","hurdle",0.172832526427275,-1.792461,2.336283,4.128744,0.52
"426","CCDC102A","hurdle",0.258786126719396,-3.119111,-2,1.119111,0.52
"414","CASQ2","hurdle",0.00277002615526777,-2.860024,6.317413,9.177437,0.52
"317","C1orf172","hurdle",0.00926432623455805,-3.1191112,0.7655347,3.8846459,0.52
"263","BTNL8","hurdle",0.430440768023762,-3.119111,-2.321928,0.797183,0.52
"249","BPESC1","hurdle",0.00530644644198313,-3.1672055,0.5360529,3.7032584,0.52
"221","BCL2L10","hurdle",0.0976638124228943,-1.811444,3.69488,5.506324,0.52
"197","AVPR1A","hurdle",0.00301327118782911,-3.072569,3.661065,6.733634,0.52
"196","AVPI1","hurdle",0.727560640630218,3.2485,3.921246,0.672746,0.52
"127","APOBEC3D","hurdle",0.0626062989963193,-2.606905,2.510962,5.117867,0.52
"123","APBB2","hurdle",0.00724316656922524,6.326243,8.056096,1.729853,0.52
"3122","UBE2MP1","hurdle",0.0031587024786163,-1.9309075,0.2630344,2.1939419,0.519
"3034","TNNC2","hurdle",0.515620200671696,-2.709999,-1.514573,1.195426,0.519
"2971","TKTL1","hurdle",0.471676997124549,-1.4876061,-0.2344653,1.2531408,0.519
"2959","THOC6","hurdle",0.0317203797392244,0.8585441,3.8629472,3.0044031,0.519
"2839","STARD8","hurdle",0.548126491000639,-1.4573915,-0.1520031,1.3053884,0.519
"2648","SLC4A2","hurdle",0.0379244698028911,1.452983,5.236493,3.78351,0.519
"2582","SIGIRR","hurdle",0.714215679397363,1.148596,2.232661,1.084065,0.519
"2204","PRCC","hurdle",0.926116861080605,3.576545,4.255501,0.678956,0.519
"1978","NUP98","hurdle",0.923081668879114,6.313362,6.902074,0.588712,0.519
"1930","NOD1","hurdle",0.0322370025501674,-0.8162289,1.9818527,2.7980816,0.519
"1827","MSTO1","hurdle",0.28576213022094,1.554705,3.153805,1.5991,0.519
"1731","METTL12","hurdle",0.45345252231245,2.129439,4.646739,2.5173,0.519
"1620","LOC729020","hurdle",0.435569145737593,0.3488951,0.8875253,0.5386302,0.519
"1447","KRT77","hurdle",0.543925366585571,-2.983759,-2.321928,0.661831,0.519
"1439","KLRC4-KLRK1","hurdle",0.535812502269098,-2.281664,-1.152003,1.129661,0.519
"1192","HCG26","hurdle",0.504694049686879,-2.420492,-1.152003,1.268489,0.519
"1177","GVINP1","hurdle",0.650691659434646,1.541674,4.070389,2.528715,0.519
"1164","GRK5","hurdle",0.00432465834950281,-1.518467,1.632268,3.150735,0.519
"1151","GPR161","hurdle",0.441764550174343,2.565321,5.469235,2.903914,0.519
"1031","FN3K","hurdle",0.344194928790262,-1.3287494,0.9634741,2.2922235,0.519
"1014","FLJ14107","hurdle",0.435253964738748,-0.4096036,2.0874628,2.4970664,0.519
"478","CD58","hurdle",0.495154332737825,3.258775,5.292782,2.034007,0.519
"306","C17orf85","hurdle",0.94360511343665,4.939102,5.678072,0.73897,0.519
"243","BMP4","hurdle",0.543781415752005,-0.1280076,1.0356239,1.1636315,0.519
"146","ARHGEF10","hurdle",0.638522637537102,3.622356,4.281698,0.659342,0.519
"45","ADH7","hurdle",0.537811751586024,-2.983759,-2.321928,0.661831,0.519
"3303","ZNF703","hurdle",0.227023467637909,-2.4204919,0.2016339,2.6221258,0.518
"3220","XCL1","hurdle",0.309582169970814,-1.9518165,0.2630344,2.2148509,0.518
"3191","WBP11","hurdle",0.135992468048779,5.138972,6.003377,0.864405000000001,0.518
"3185","VWA2","hurdle",0.000601663734962452,-3.119111,1.655352,4.774463,0.518
"3015","TMLHE","hurdle",0.753275832105879,3.030636,5.098032,2.067396,0.518
"2986","TMED2","hurdle",0.883691394513437,6.217853,6.976134,0.758281,0.518
"2938","TFF3","hurdle",0.000206938496748358,-3.119111,3.087463,6.206574,0.518
"2926","TEAD4","hurdle",0.110495148295508,-3.027481,-1.321928,1.705553,0.518
"2798","SPG20OS","hurdle",0.324572981066357,-2.0840643,0.1375035,2.2215678,0.518
"2735","SNORD20","hurdle",0.231069301356448,-2.2816642,0.4329594,2.7146236,0.518
"2715","SNORA68","hurdle",0.395858072420925,-2.3916371,-0.7369656,1.6546715,0.518
"2694","SNHG10","hurdle",0.679665102939725,1.658373,3.882643,2.22427,0.518
"2607","SLC16A13","hurdle",0.0198402170758162,-2.420492,4.153805,6.574297,0.518
"2514","SDHAF1","hurdle",0.0378933943337195,-0.5068167,2.3923174,2.8991341,0.518
"2481","RXFP3","hurdle",0.11158461151438,-3.119111,-2,1.119111,0.518
"2479","RUNX3","hurdle",0.0246939615812785,-2.51069,2.655352,5.166042,0.518
"2220","PRKG2","hurdle",0.530095886949271,1.377464,2.053111,0.675647,0.518
"2123","PIK3R6","hurdle",0.00124744060785187,-3.072569,1.887525,4.960094,0.518
"2117","PIH1D2","hurdle",0.821912501049284,1.58587,2.137504,0.551634,0.518
"2053","PCDH18","hurdle",0.260754964867395,3.450744,5.008989,1.558245,0.518
"2026","P4HA2","hurdle",0.0395550273146299,2.86491,6.145677,3.280767,0.518
"2023","OVCA2","hurdle",0.0447831581013397,-2.8210299,0.7655347,3.5865646,0.518
"1947","NPR1","hurdle",0.288099400550424,-2.2554327,0.2630344,2.5184671,0.518
"1812","MPZL2","hurdle",0.520845225007027,-0.5460228,0,0.5460228,0.518
"1798","MLPH","hurdle",0.0674218481493356,-2.9837594,-0.6214884,2.362271,0.518
"1602","LOC400550","hurdle",0.00365720999961307,-2.983759,2.523562,5.507321,0.518
"1581","LOC282980","hurdle",0.0168625378477762,-3.119111,-1.152003,1.967108,0.518
"1558","LOC100506385","hurdle",0.0159768877283001,-2.983759,0.722466,3.706225,0.518
"1555","LOC100505918","hurdle",0.34021073379981,-0.1044047,3.1456775,3.2500822,0.518
"1542","LOC100287314","hurdle",0.283157773894717,-1.9309075,0.4854268,2.4163343,0.518
"1536","LOC100134259","hurdle",0.483849167716579,0.8941314,2.3645724,1.470441,0.518
"1525","LOC100129534","hurdle",0.198239352385305,-0.5945213,3.0959244,3.6904457,0.518
"1518","LOC100128288","hurdle",0.446933950874519,2.297219,2.867896,0.570677,0.518
"1504","LINC00346","hurdle",0.527253967741324,-0.96769951,0.07038933,1.03808884,0.518
"1500","LINC00284","hurdle",0.417627772211336,-1.101481,1.137504,2.238985,0.518
"1497","LINC00189","hurdle",0.040160392652259,-2.308382,3.478972,5.787354,0.518
"1490","LILRA6","hurdle",0.00361341076317037,-2.983759,1.887525,4.871284,0.518
"1425","KLC3","hurdle",0.315052350826222,-1.7924607,0.6322682,2.4247289,0.518
"1398","KDELR3","hurdle",0.17577738560247,1.785412,4.189825,2.404413,0.518
"1307","IL15","hurdle",0.267988060179706,-1.598637,1.263034,2.861671,0.518
"1214","HIGD1C","hurdle",0.438345598826415,-2.860024,-1.736966,1.123058,0.518
"942","FAM150B","hurdle",0.563682938459684,-1.2489486,-0.5145732,0.7343754,0.518
"840","EGFL7","hurdle",0.371293471658539,-0.93610638,-0.07400058,0.8621058,0.518
"802","DTL","hurdle",0.0394073200213105,-2.574115,2.364572,4.938687,0.518
"668","CTDP1","hurdle",0.271610651181606,-0.3050147,1.8678965,2.1729112,0.518
"603","COL18A1-AS1","hurdle",0.321984932347387,-2.6069051,-0.6214884,1.9854167,0.518
"495","CDCA2","hurdle",0.246605436492414,-0.9676995,2.6438562,3.6115557,0.518
"469","CD28","hurdle",0.44277155571704,-3.072569,-2.321928,0.750641,0.518
"398","CACNA1F","hurdle",0.245505696506711,-2.335603,0.1375035,2.4731065,0.518
"349","C3orf32","hurdle",0.312475723745664,-2.0386213,0.2016339,2.2402552,0.518
"303","C17orf67","hurdle",0.507159767605996,-0.4241397,1.5849625,2.0091022,0.518
"267","C10orf105","hurdle",0.00022220228070569,-3.119111,2.981853,6.100964,0.518
"82","ALDH1A1","hurdle",0.492748658930288,4.252362,6.635174,2.382812,0.518
"3099","TUBG1","hurdle",0.131527066265888,3.194813,6.052025,2.857212,0.517
"2892","tAKR","hurdle",0.639186608625669,-0.619396,0.6322682,1.2516642,0.517
"2710","SNORA51","hurdle",0.53844670146394,-1.56603277,0.07038933,1.6364221,0.517
"1822","MRPL49","hurdle",0.858788954515038,4.44238,5.15583,0.71345,0.517
"1803","MNDA","hurdle",0.628720726885835,2.186764,2.887525,0.700761,0.517
"1772","MIR4263","hurdle",0.510208954798879,1.232081,3.465974,2.233893,0.517
"1261","HSPE1-MOB4","hurdle",0.613675626677358,-1.1369592,-0.6214884,0.5154708,0.517
"1143","GPC4","hurdle",0.76293898618539,2.20577,3.770829,1.565059,0.517
"919","FADD","hurdle",0.123720524434934,0.617263,2.776104,2.158841,0.517
"770","DNAJB12","hurdle",0.938939583902081,4.183022,5.968091,1.785069,0.517
"15","ABTB1","hurdle",0.601594206239751,0.7100396,3.169925,2.4598854,0.517
"3305","ZNF750","hurdle",0.0223245935184258,-2.335603,2.817623,5.153226,0.516
"3091","TTF2","hurdle",0.768901358124396,2.555168,3.749534,1.194366,0.516
"2868","SUSD2","hurdle",8.4051553418847e-06,-3.072569,5.371559,8.444128,0.516
"2861","SULT1C2","hurdle",0.00980723898119946,-2.479993,3.925999,6.405992,0.516
"2770","SNX29P1","hurdle",0.125432676374224,-2.335603,0.9259994,3.2616024,0.516
"2618","SLC22A8","hurdle",0.402665738237086,-2.107334,-0.3219281,1.7854059,0.516
