"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.microglia","log2fold_change","Auc"
"1207","MIR3660","hurdle",0.034770596762832,-3.3219281,-0.5940076,2.7279205,0.531
"1203","MIR26B","hurdle",0.0347705967628327,-3.321928,-2.621488,0.70044,0.531
"1202","MIR2467","hurdle",0.034770596762832,-3.321928,-1.798366,1.523562,0.531
"1195","MIR1343","hurdle",0.0347705967628326,-3.321928,-1.514573,1.807355,0.531
"1154","MB21D1","hurdle",0.0347705967628327,-3.321928,4.908693,8.230621,0.531
"1118","LST1","hurdle",0.0347705967628327,-3.321928,-2.152003,1.169925,0.531
"845","IFITM10","hurdle",0.103216701449285,1.92275,3.951868,2.029118,0.531
"819","HOXB2","hurdle",0.034770596762832,-3.321928,-1.798366,1.523562,0.531
"799","HLA-DQA2","hurdle",0.0347705967628322,-3.321928,-1.514573,1.807355,0.531
"741","GPR50","hurdle",0.0347705967628327,-3.321928,-2.621488,0.70044,0.531
"708","GIMAP5","hurdle",0.034770596762832,-3.3219281,-0.3446482,2.9772799,0.531
"661","FKSG29","hurdle",0.0347705967628322,-3.321928,-2.152003,1.169925,0.531
"355","CFLAR-AS1","hurdle",0.512249565004681,1.803365,2.680887,0.877522,0.531
"227","C1orf56","hurdle",0.457682431035831,5.632106,6.497453,0.865347,0.531
"213","C17orf49","hurdle",0.0624754825723161,-0.4501431,2.1818976,2.6320407,0.531
"104","ARID3A","hurdle",0.507898732439519,-0.4283277,1.7169909,2.1453186,0.531
"91","APOC4-APOC2","hurdle",0.0347705967628322,-3.3219281,-0.7369656,2.5849625,0.531
"51","AHSP","hurdle",0.0347705967628327,-3.321928,-2.621488,0.70044,0.531
"2117","VTRNA1-2","hurdle",0.0895876460571999,-1.86396,2.013462,3.877422,0.53
"1935","TFCP2L1","hurdle",0.0895876460571986,-2.9055504,0.7333543,3.6389047,0.53
"1837","SNORD82","hurdle",0.0895876460572021,-3.169389,1.872829,5.042218,0.53
"1814","SMURF1","hurdle",0.372084357949339,3.3915,5.223036,1.831536,0.53
"1685","RTP4","hurdle",0.0895876460572004,-3.169389,3.892391,7.06178,0.53
"1512","PSMB8","hurdle",0.0895876460571989,-3.2692691,-0.5940076,2.6752615,0.53
"1416","PEX7","hurdle",0.522718791578964,1.632268,4.297375,2.665107,0.53
"1374","OXER1","hurdle",0.0895876460572023,-3.2692691,-0.8956633,2.3736058,0.53
"1273","MYO1C","hurdle",0.407913313063059,1.127965,3.89845,2.770485,0.53
"1228","MLXIPL","hurdle",0.83747355382546,3.141581,4.692092,1.550511,0.53
"1219","MIR645","hurdle",0.0895876460571988,-3.121927,1.542258,4.664185,0.53
"1217","MIR578","hurdle",0.112242362913836,-0.1531954,3.8678965,4.0210919,0.53
"1070","LOC400927","hurdle",0.143238975095049,-0.30394,1.602884,1.906824,0.53
"800","HLA-DQB2","hurdle",0.089587646057197,-3.269269,-1.277534,1.991735,0.53
"746","GRASP","hurdle",0.513430391258066,0.05730531,3.48864354,3.43133823,0.53
"665","FLJ34208","hurdle",0.157815910374062,-0.2842128,4.1527919,4.4370047,0.53
"523","DOK2","hurdle",0.0895876460572037,-3.269269,4.740118,8.009387,0.53
"52","AIF1","hurdle",0.0895876460571952,-3.269269,-1.514573,1.754696,0.53
"2155","ZDHHC3","hurdle",0.0274184118999433,3.670384,7.182767,3.512383,0.529
"2048","TTK","hurdle",0.0895876460572021,-3.218465,-2.621488,0.596977,0.529
"1928","TCF19","hurdle",0.0895876460571989,-3.269269,-2.621488,0.647781,0.529
"1768","SLAMF1","hurdle",0.0895876460572047,-3.269269,-2.621488,0.647781,0.529
"1600","RHAG","hurdle",0.0895876460571962,-3.169389,-2.621488,0.547901,0.529
"1550","RAB8A","hurdle",0.760028610946539,3.418837,5.526695,2.107858,0.529
"1362","OR52D1","hurdle",0.0895876460572021,-3.269269,-2.621488,0.647781,0.529
"1320","NOD1","hurdle",0.720247929362065,-0.4501431,1.0268001,1.4769432,0.529
"1258","MTRNR2L7","hurdle",0.0895876460572015,-3.269269,-2.621488,0.647781,0.529
"1213","MIR4727","hurdle",0.089587646057197,-3.269269,-2.621488,0.647781,0.529
"1063","LOC338588","hurdle",0.0895876460571991,-3.269269,-2.621488,0.647781,0.529
"1009","LOC100132354","hurdle",0.0895876460572006,-3.269269,-2.621488,0.647781,0.529
"988","LINC00475","hurdle",0.0895876460572021,-3.269269,-2.621488,0.647781,0.529
"958","LCN9","hurdle",0.089587646057202,-3.269269,-2.621488,0.647781,0.529
"945","KLRF1","hurdle",0.0895876460571962,-3.269269,-2.621488,0.647781,0.529
"782","HIC1","hurdle",0.0895876460571979,-3.269269,-2.621488,0.647781,0.529
"731","GNS","hurdle",0.0151679790069226,4.574174,6.304465,1.730291,0.529
"537","E2F3","hurdle",0.804902620682694,3.533508,6.254556,2.721048,0.529
"420","CSN2","hurdle",0.0895876460571962,-3.269269,-2.621488,0.647781,0.529
"369","CISH","hurdle",0.0895876460571999,-3.269269,-2.621488,0.647781,0.529
"7","ABCC6P2","hurdle",0.0895876460572015,-3.218465,-2.621488,0.596977,0.529
"2218","ZNF670-ZNF695","hurdle",0.149298112345536,-3.218465,-2.621488,0.596977,0.528
"2053","TWF1","hurdle",0.377726749785058,4.159429,6.419539,2.26011,0.528
"2049","TTLL2","hurdle",0.149298112345546,-2.946307,3.354029,6.300336,0.528
"2026","TREML3","hurdle",0.149298112345536,-3.169389,2.638074,5.807463,0.528
"1987","TMPRSS12","hurdle",0.149298112345535,-2.266686,4.069315,6.336001,0.528
"1948","TINAG","hurdle",0.149298112345529,-3.121927,4.162895,7.284822,0.528
"1946","TIGIT","hurdle",0.149298112345539,-3.218465,2.181898,5.400363,0.528
"1828","SNORD35B","hurdle",0.691900661159944,-0.3717164,0.1375035,0.5092199,0.528
"1707","SCIMP","hurdle",0.149298112345543,-2.946307,1.0268,3.973107,0.528
"1465","PMEL","hurdle",0.149298112345539,-3.169389,2.666757,5.836146,0.528
"1431","PIGR","hurdle",0.149298112345536,-3.169389,2.035624,5.205013,0.528
"1396","PAX5","hurdle",0.149298112345533,-3.169389,1.510962,4.680351,0.528
"1363","OR56B1","hurdle",0.149298112345538,-3.218465,3.934281,7.152746,0.528
"1361","OR4M1","hurdle",0.149298112345545,-3.218465,-2.621488,0.596977,0.528
"1244","MS4A14","hurdle",0.149298112345535,-1.252561,6.89148,8.144041,0.528
"1221","MIRLET7G","hurdle",0.149298112345545,-3.031447,-1.514573,1.516874,0.528
"1197","MIR190A","hurdle",0.149298112345536,-3.031447,-2.152003,0.879444,0.528
"1120","LTC4S","hurdle",0.149298112345533,-2.946307,-1.514573,1.431734,0.528
"1090","LOC728643","hurdle",0.149298112345538,-3.218465,-2.621488,0.596977,0.528
"1026","LOC100506334","hurdle",0.149298112345536,-3.1693888,0.4329594,3.6023482,0.528
"998","LOC100129269","hurdle",0.149298112345535,-3.2184648,0.2172307,3.4356955,0.528
"984","LINC00264","hurdle",0.149298112345543,-3.218465,4.111657,7.330122,0.528
"818","HOTAIRM1","hurdle",0.149298112345539,-3.218465,-2.621488,0.596977,0.528
"789","HIST2H2AB","hurdle",0.149298112345535,-2.4018686,-0.5940076,1.807861,0.528
"763","H2AFY","hurdle",0.645367308729673,5.068073,5.80187,0.733797,0.528
"743","GPR78","hurdle",0.149298112345547,-3.218465,-2.621488,0.596977,0.528
"672","FMNL3","hurdle",0.347395520019749,3.570996,5.188836,1.61784,0.528
"649","FFAR2","hurdle",0.149298112345535,-3.2184648,0.6780719,3.8965367,0.528
"578","ENTPD4","hurdle",0.428548328652865,4.734664,7.118033,2.383369,0.528
"571","EMG1","hurdle",0.820697892461456,3.113351,4.616916,1.503565,0.528
"498","DHRS7","hurdle",0.899907077246952,6.5183,7.34074,0.82244,0.528
"445","CXorf31","hurdle",0.149298112345541,-1.883615,4.521993,6.405608,0.528
"434","CTSW","hurdle",0.149298112345529,-3.218465,3.488644,6.707109,0.528
"414","CRYBB1","hurdle",0.149298112345529,-3.2184648,0.6780719,3.8965367,0.528
"354","CETN1","hurdle",0.149298112345539,-3.218465,-2.621488,0.596977,0.528
"238","C2orf62","hurdle",0.149298112345538,-2.1912666,-0.1321035,2.0591631,0.528
"234","C22orf42","hurdle",0.149298112345533,-3.169389,-1.798366,1.371023,0.528
"2211","ZNF560","hurdle",0.149298112345543,-3.169389,-2.621488,0.547901,0.527
"2182","ZNF219","hurdle",0.196217632917231,0.5055887,2.4025858,1.8969971,0.527
"2175","ZNF121","hurdle",0.295985441155785,3.369355,4.111657,0.742302,0.527
"2058","TYMP","hurdle",0.149298112345535,-3.169389,-2.621488,0.547901,0.527
"2012","TP53RK","hurdle",0.130344564111482,1.0524,3.234578,2.182178,0.527
"1847","SOX30","hurdle",0.149298112345541,-3.121927,-2.621488,0.500439,0.527
"1750","SHBG","hurdle",0.149298112345545,-3.169389,-2.621488,0.547901,0.527
"1495","PRF1","hurdle",0.149298112345539,-3.121927,-2.621488,0.500439,0.527
"1360","OPTC","hurdle",0.14929811234554,-3.121927,-2.621488,0.500439,0.527
"1145","MAP4K1","hurdle",0.253338900894454,0.2454979,1.7441611,1.4986632,0.527
"1054","LOC284294","hurdle",0.149298112345529,-3.121927,-2.621488,0.500439,0.527
"972","LILRA5","hurdle",0.149298112345539,-3.169389,-2.621488,0.547901,0.527
"538","E2F8","hurdle",0.149298112345546,-3.121927,-2.621488,0.500439,0.527
"375","CLEC4A","hurdle",0.531671089534318,3.999296,5.37417,1.374874,0.527
"145","BAGE","hurdle",0.149298112345533,-3.121927,-2.621488,0.500439,0.527
"2225","ZNF735","hurdle",0.427331506419186,-3.121927,-2.621488,0.500439,0.526
"2087","UPK3A","hurdle",0.427331506419177,-3.121927,-2.621488,0.500439,0.526
"2025","TREML1","hurdle",0.323035223543183,-2.319249,-0.2344653,2.0847837,0.526
"1949","TLCD2","hurdle",0.0623871690176787,0.9112461,5.2493505,4.3381044,0.526
"1836","SNORD75","hurdle",0.159671534086022,-2.988249,-0.8956633,2.0925857,0.526
"1832","SNORD54","hurdle",0.436239627497204,-2.717433,-2.152003,0.56543,0.526
"1758","SIGLEC11","hurdle",0.315741979993783,-2.988249,-1.514573,1.473676,0.526
"1722","SEPHS1","hurdle",0.344705696134882,2.857722,4.420381,1.562659,0.526
"1666","RPS18","hurdle",0.457571856971642,-2.865913,-2.152003,0.71391,0.526
"1619","RNF114","hurdle",0.202134228855537,4.869567,5.641329,0.771762,0.526
"1391","PARP12","hurdle",0.330108620754743,2.165628,4.970394,2.804766,0.526
"1109","LRRC25","hurdle",0.222218376614998,-3.169389,-2.152003,1.017386,0.526
"1089","LOC728640","hurdle",0.151356545122475,1.002411,5.503031,4.50062,0.526
"1076","LOC642361","hurdle",0.459002638941239,-0.9639837,1.542258,2.5062417,0.526
"1069","LOC400655","hurdle",0.125691803720176,-3.121927,-1.514573,1.607354,0.526
"1044","LOC147804","hurdle",0.466887430959787,1.002411,5.696272,4.693861,0.526
"1039","LOC100526771","hurdle",0.427331506419195,-3.121927,-2.621488,0.500439,0.526
"949","KRT15","hurdle",0.0050947530081801,-3.1693888,0.3645724,3.5339612,0.526
"944","KLK3","hurdle",0.427331506419194,-3.121927,-2.621488,0.500439,0.526
"866","IL27","hurdle",0.0266790036155062,-3.0759778,-0.1321035,2.9438743,0.526
"850","IGLL3P","hurdle",0.433271964725007,-2.615313,-1.514573,1.10074,0.526
"820","HOXD11","hurdle",0.457644362931231,-3.169389,-2.621488,0.547901,0.526
"811","HMSD","hurdle",0.422073979830274,-1.3585915,0.7865964,2.1451879,0.526
"676","FOXD4L1","hurdle",0.212781063690086,-2.9055504,-0.7369656,2.1685848,0.526
"584","EPS8L3","hurdle",0.457644362931235,-3.169389,-2.621488,0.547901,0.526
"572","EML3","hurdle",0.417180755694952,-0.9639837,-0.2344653,0.7295184,0.526
"441","CXCR3","hurdle",0.00271926619824539,-3.121927,2.240314,5.362241,0.526
"427","CTLA4","hurdle",0.0214561810088791,-3.1693888,-0.8956633,2.2737255,0.526
"365","CHST14","hurdle",0.00970139047143575,-2.717433,5.904785,8.622218,0.526
"309","CD1D","hurdle",0.427331506419169,-3.121927,-2.621488,0.500439,0.526
"224","C1orf186","hurdle",0.00583946875434135,-3.075978,2.259272,5.33525,0.526
"33","ADH6","hurdle",0.427331506419187,-3.121927,-2.621488,0.500439,0.526
"1926","TCEB1","hurdle",0.175528103001037,5.241123,6.301039,1.059916,0.525
"1697","SAMD9","hurdle",0.270947951263428,2.201051,3.648178,1.447127,0.525
"1496","PRKAB1","hurdle",0.43846301332327,4.292098,6.507398,2.2153,0.525
"1417","PFAS","hurdle",0.801964319071472,2.522769,3.093814,0.571045,0.525
"1079","LOC644656","hurdle",0.0621514967318925,1.37748,5.739106,4.361626,0.525
"691","FZD1","hurdle",0.787806954312388,1.067833,2.259272,1.191439,0.525
"633","FBXO30","hurdle",0.0360799296683029,2.021163,5.677015,3.655852,0.525
"421","CSNK1A1L","hurdle",0.630485151102306,-0.6210759,0.2172307,0.8383066,0.525
"173","BNIP2","hurdle",0.862219230658805,4.627004,7.535081,2.908077,0.525
"2003","TNFSF14","hurdle",0.000197615858125821,-3.075978,4.22207,7.298048,0.524
"1927","TCEB3B","hurdle",0.48580140649569,-2.789764,-1.798366,0.991398,0.524
"1859","SPNS3","hurdle",0.0222953168768788,-3.0759778,-0.7369656,2.3390122,0.524
